-0.077915,-0.066217,-0.060002,-0.055723,-0.052429,-0.049725,-0.04741,-0.045363,-0.043506,-0.041785,-0.040158,-0.038587,-0.037035,-0.035461,-0.0338,-0.031908,-0.026091,-0.024199,-0.022537,-0.020963,-0.019412,-0.017841,-0.016213,-0.014492,-0.012636,-0.010589,-0.0082735,-0.0055699,-0.0022758,0.002005,0.0082182,0.019917
0.00065042,0.0037489,0.0094677,0.017837,0.028908,0.042747,0.059442,0.079118,0.10193,0.1281,0.15794,0.19186,0.23053,0.27504,0.32741,0.39264,0.60741,0.67264,0.72501,0.76951,0.80818,0.8421,0.87192,0.89809,0.9209,0.94057,0.95726,0.9711,0.98217,0.99054,0.99625,0.99935
0.26487,0.92023,1.9558,3.3604,5.1188,7.2107,9.6112,12.29,15.21,18.327,21.59,24.932,28.276,31.513,34.49,36.916,34.488,31.51,28.272,24.929,21.586,18.324,15.207,12.288,9.6095,7.2094,5.1178,3.3598,1.9553,0.91996,0.26481,0
-0.2,-0.1875,-0.175,-0.1625,-0.15,-0.1375,-0.125,-0.1125,-0.1,-0.0875,-0.075,-0.0625,-0.05,-0.0375,-0.025,-0.0125,0.0125,0.025,0.0375,0.05,0.0625,0.075,0.0875,0.1,0.1125,0.125,0.1375,0.15,0.1625,0.175,0.1875,0.2
0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.044566,-0.04105,-0.039184,-0.037898,-0.036907,-0.036094,-0.035396,-0.034783,-0.03422,-0.033697,-0.033205,-0.032725,-0.032245,-0.031772,-0.031246,-0.030606,-0.029178,-0.0286,-0.028095,-0.027619,-0.027151,-0.02668,-0.026191,-0.025673,-0.025116,-0.024501,-0.023808,-0.023001,-0.022017,-0.02074,-0.018884,-0.015397
0.99931,0.99603,0.98997,0.98109,0.96934,0.95465,0.93691,0.91617,0.89188,0.86397,0.83234,0.79616,0.75448,0.70805,0.65092,0.57516,0.39873,0.33177,0.27843,0.23316,0.19397,0.15975,0.12959,0.1031,0.080009,0.060117,0.043263,0.02932,0.018137,0.0096603,0.0038424,0.00067414
-0.93376,-3.2478,-6.9041,-11.861,-18.06,-25.423,-33.821,-43.171,-53.38,-64.196,-75.427,-86.901,-98.07,-108.68,-118.32,-123.6,-115.68,-105.8,-94.988,-83.788,-72.602,-61.678,-51.207,-41.384,-32.372,-24.302,-17.278,-11.37,-6.6377,-3.1354,-0.90855,0
-0.049817,-0.043933,-0.04079,-0.038612,-0.036924,-0.035523,-0.034299,-0.033176,-0.032067,-0.029447,-0.0288,-0.028271,-0.027822,-0.027368,-0.026935,-0.026498,-0.026018,-0.025423,-0.023448,-0.022689,-0.021991,-0.02128,-0.020524,-0.019709,-0.018795,-0.017746,-0.016514,-0.014998,-0.013013,-0.010164,-0.0050821,0.028493
