-0.077915,-0.066217,-0.060002,-0.055723,-0.052429,-0.049725,-0.04741,-0.045363,-0.043506,-0.041785,-0.040158,-0.038587,-0.037035,-0.035461,-0.0338,-0.031908,-0.026091,-0.024199,-0.022537,-0.020963,-0.019412,-0.017841,-0.016213,-0.014492,-0.012636,-0.010589,-0.0082735,-0.0055699,-0.0022758,0.002005,0.0082182,0.019917
0.021288,0.064684,0.126820,0.205089,0.297282,0.401299,0.515109,0.636629,0.763656,0.893894,1.024951,1.153911,1.277732,1.392522,1.493172,1.570556,1.507236,1.435150,1.362176,1.292097,1.227207,1.169018,1.118471,1.076168,1.042326,1.016910,0.999602,0.989814,0.986620,0.988695,0.994074,0.999350
0.26487,0.92023,1.9558,3.3604,5.1188,7.2107,9.6112,12.29,15.21,18.327,21.59,24.932,28.276,31.513,34.49,36.916,34.488,31.51,28.272,24.929,21.586,18.324,15.207,12.288,9.6095,7.2094,5.1178,3.3598,1.9553,0.91996,0.26481,0
-0.2,-0.1875,-0.175,-0.1625,-0.15,-0.1375,-0.125,-0.1125,-0.1,-0.0875,-0.075,-0.0625,-0.05,-0.0375,-0.025,-0.0125,0.0125,0.025,0.0375,0.05,0.0625,0.075,0.0875,0.1,0.1125,0.125,0.1375,0.15,0.1625,0.175,0.1875,0.2
0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.044566,-0.04105,-0.039184,-0.037898,-0.036907,-0.036094,-0.035396,-0.034783,-0.03422,-0.033697,-0.033205,-0.032725,-0.032245,-0.031772,-0.031246,-0.030606,-0.029178,-0.0286,-0.028095,-0.027619,-0.027151,-0.02668,-0.026191,-0.025673,-0.025116,-0.024501,-0.023808,-0.023001,-0.022017,-0.02074,-0.018884,-0.015397
0.957696,0.862708,0.719440,0.531582,0.302800,0.037032,-0.260218,-0.585447,-0.934784,-1.299243,-1.672214,-2.047675,-2.407787,-2.744931,-3.046107,-3.207742,-2.976581,-2.694110,-2.390258,-2.080981,-1.777247,-1.485819,-1.211573,-0.959351,-0.733046,-0.535306,-0.368092,-0.232201,-0.128005,-0.055368,-0.013315,0.000674
-0.93376,-3.2478,-6.9041,-11.861,-18.06,-25.423,-33.821,-43.171,-53.38,-64.196,-75.427,-86.901,-98.07,-108.68,-118.32,-123.6,-115.68,-105.8,-94.988,-83.788,-72.602,-61.678,-51.207,-41.384,-32.372,-24.302,-17.278,-11.37,-6.6377,-3.1354,-0.90855,0
-0.049817,-0.043933,-0.04079,-0.038612,-0.036924,-0.035523,-0.034299,-0.033176,-0.032067,-0.029447,-0.0288,-0.028271,-0.027822,-0.027368,-0.026935,-0.026498,-0.026018,-0.025423,-0.023448,-0.022689,-0.021991,-0.02128,-0.020524,-0.019709,-0.018795,-0.017746,-0.016514,-0.014998,-0.013013,-0.010164,-0.0050821,0.028493
0.010877,0.012736,0.015448,0.018908,0.023012,0.027638,0.032629,0.037726,0.042390,0.036345,0.028546,0.019826,0.010396,0.000571,-0.008824,-0.017623,-0.025562,-0.031488,-0.027005,-0.022136,-0.017438,-0.013050,-0.009114,-0.005693,-0.002798,-0.000455,0.001354,0.002663,0.003503,0.003927,0.004024,0.004000
